Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
8-September-2010,860.00,882.50,841.35,876.80,874.257582855890279073,232663,6806,203407392.00,37365,16.06,41.15,16.80
7-September-2010,856.00,874.25,855.45,869.25,865.846988571556370630,223565,5284,193573082.00,90607,40.53,18.80,13.25
6-September-2010,838.00,857.25,838.00,853.10,848.241595941682802217,331566,4067,281248073.00,184715,55.71,19.25,15.10
3-September-2010,845.90,851.70,835.00,837.30,841.216537056301220409,315304,3676,265238939.00,226199,71.74,16.70,-8.60
2-September-2010,864.00,865.00,841.45,843.55,848.868162672358521957,616085,4935,522974942.00,441395,71.65,23.55,-20.45
1-September-2010,844.00,859.85,844.00,857.20,854.699808108656394770,300691,3715,257000540.00,163734,54.45,15.85,13.20
31-August-2010,845.00,846.70,831.50,843.85,838.079624223950126148,116133,3830,97328701.00,18363,15.81,15.20,-1.15
30-August-2010,860.55,863.05,840.05,846.65,846.540025072191696239,160337,3774,135731688.00,62744,39.13,23.00,-13.90
27-August-2010,873.35,873.80,851.15,855.75,862.963265637316270227,86268,2454,74446115.00,37831,43.85,22.65,-17.60
26-August-2010,872.00,876.35,861.25,874.10,871.425026552090373660,186426,3637,162456282.00,84239,45.19,15.10,2.10
25-August-2010,870.00,879.90,867.30,870.95,873.592161197929752273,199010,4079,173853576.00,86398,43.41,12.60,0.95
24-August-2010,870.00,880.50,865.15,868.90,874.439934558459840961,131415,4419,114914524.00,38271,29.12,15.35,-1.10
23-August-2010,862.00,875.45,862.00,867.30,870.885061442037210679,101315,2545,88233720.00,42465,41.91,13.45,5.30
20-August-2010,868.00,879.80,862.60,867.10,871.659128159217684732,145210,3898,126573622.00,52082,35.87,17.20,-0.90
19-August-2010,874.05,880.00,867.15,872.00,874.540584861597637200,116472,4016,101859491.00,29601,25.41,12.85,-2.05
18-August-2010,852.25,873.65,850.25,868.80,860.819953347232830336,145329,3628,125102103.00,61491,42.31,23.40,16.55
17-August-2010,880.00,880.00,845.25,850.70,850.773789983164983164,95040,2490,80857541.00,34696,36.51,34.75,-29.30
16-August-2010,858.00,863.00,847.05,854.35,855.452783140283140283,87024,2219,74444923.00,31848,36.60,15.95,-3.65
13-August-2010,856.00,863.40,851.15,857.00,857.367645019306710267,136999,3205,117458510.00,58611,42.78,12.25,1.00
12-August-2010,850.50,857.70,846.05,855.10,851.681745471653728534,85020,2667,72409982.00,27781,32.68,11.65,4.60
11-August-2010,860.00,873.00,856.00,858.85,860.125318296206543014,536450,3269,461414227.00,426021,79.41,17.00,-1.15
10-August-2010,878.00,878.05,862.00,864.55,866.875471698113207547,102820,2992,89132136.00,46726,45.44,16.05,-13.45
9-August-2010,847.00,883.40,847.00,878.25,873.218117919883394117,640791,4843,559550311.00,543766,84.86,36.40,31.25
6-August-2010,878.00,883.40,862.50,865.75,871.842242889758065943,226012,5600,197046809.00,66067,29.23,20.90,-12.25
5-August-2010,873.00,882.00,870.50,877.05,877.061008655279386406,239507,6381,210062251.00,80400,33.57,11.50,4.05
4-August-2010,865.00,871.00,834.50,870.00,862.269603290710754288,479167,11596,413171139.00,239977,50.08,36.50,5.00
3-August-2010,838.55,843.40,829.70,833.10,832.970352663955319414,88271,2754,73527126.00,28640,32.45,13.70,-5.45
2-August-2010,846.00,848.80,837.15,838.55,842.985225223263696107,551142,2278,464604563.00,511489,92.81,11.65,-7.45
30-July-2010,847.00,849.90,838.50,841.10,842.982714478810527152,62885,2134,53010968.00,21305,33.88,11.40,-5.90
29-July-2010,851.40,856.00,847.25,849.90,851.447223088452755786,99409,2545,84641517.00,43545,43.80,8.75,-1.50
28-July-2010,848.70,856.90,847.00,854.05,852.514937536750673117,1357118,4257,1156963367.00,1241921,91.51,9.90,5.35
27-July-2010,848.50,858.90,846.10,848.70,853.415562367591711420,209107,5897,178455168.00,68941,32.97,12.80,0.20
26-July-2010,844.90,848.95,840.20,846.55,843.199730121437950877,1350978,4357,1139144285.00,1253293,92.77,8.75,1.65
23-July-2010,848.00,850.00,835.10,838.50,839.200466092895544428,130017,3472,109110327.00,63533,48.87,14.90,-9.50
22-July-2010,840.00,844.50,832.50,842.55,838.354964767321243337,111828,3769,93751559.00,26405,23.61,12.00,2.55
21-July-2010,829.80,842.00,829.00,840.10,836.554266124186032765,203018,6153,169835574.00,59548,29.33,13.00,10.30
20-July-2010,830.00,834.50,825.15,827.40,830.231935485896960828,159221,5321,132190359.00,51130,32.11,9.35,-2.60
19-July-2010,830.70,833.80,822.30,824.20,826.298497616350713850,241017,7421,199151985.00,73710,30.58,11.50,-6.50
16-July-2010,792.00,838.30,792.00,832.40,824.430125304726594791,1564107,38201,1289496930.00,479515,30.66,46.30,40.40
15-July-2010,770.00,786.80,763.00,784.10,778.092501224509300297,334828,9430,260527156.00,73770,22.03,23.80,14.10
14-July-2010,785.00,785.00,770.70,774.65,776.246488538733021995,224408,3565,174195922.00,123911,55.22,14.30,-10.35
13-July-2010,793.40,795.00,770.25,774.90,774.437617391347959866,398773,11185,308824812.00,152815,38.32,24.75,-18.50
12-July-2010,779.80,793.80,774.50,791.45,788.360822061734225509,188453,5903,148568962.00,72162,38.29,19.30,11.65
9-July-2010,778.10,781.90,772.05,774.50,776.319548406797005884,121171,3718,94067416.00,30108,24.85,9.85,-3.60
8-July-2010,770.00,778.55,769.00,776.60,774.360929571886118566,146433,4345,113391994.00,66546,45.44,9.55,6.60
7-July-2010,758.50,766.45,749.75,763.60,758.292619425602540049,173225,4418,131355239.00,47000,27.13,16.70,5.10
6-July-2010,740.10,760.00,737.90,757.75,753.660178402111353355,165581,5170,124791806.00,54324,32.81,22.10,17.65
5-July-2010,749.25,749.90,738.00,739.60,739.772098227122773447,191271,3483,141496949.00,116438,60.88,11.90,-9.65
2-July-2010,730.10,745.65,730.10,743.50,741.081066208082545141,203525,5121,150828524.00,86551,42.53,15.55,13.40
1-July-2010,748.00,748.00,725.50,731.35,733.751926860245044327,321248,8705,235716339.00,160070,49.83,22.50,-16.65
30-June-2010,750.00,754.30,742.00,751.15,747.878367528991971454,134520,4455,100604598.00,33579,24.96,12.30,1.15
29-June-2010,761.00,762.50,749.00,754.25,753.779871674070085700,133722,3626,100796952.00,53843,40.26,13.50,-6.75
28-June-2010,760.00,766.30,754.00,763.65,763.083066312673563428,65538,2371,50010938.00,20291,30.96,12.30,3.65
25-June-2010,775.00,775.00,760.00,761.55,764.339963487647185439,125437,4220,95876512.00,45871,36.57,15.00,-13.45
24-June-2010,788.00,788.00,770.00,775.00,778.486017566960794700,198213,3430,154306049.00,121904,61.50,18.00,-13.00
23-June-2010,770.00,790.00,770.00,786.75,779.504292632038964975,283742,4337,221178107.00,173530,61.16,20.00,16.75
22-June-2010,788.00,788.00,774.35,779.80,779.970954986060726241,85729,2948,66866130.00,18579,21.67,13.65,-8.20
21-June-2010,785.00,797.45,784.90,787.35,792.379459898218627025,251323,4738,199143183.00,60576,24.10,12.55,2.35
18-June-2010,771.00,789.00,771.00,781.65,780.796399147436160183,97588,3631,76196359.00,35604,36.48,18.00,10.65
17-June-2010,771.90,778.00,764.50,774.75,771.275042611481451735,112059,3390,86428310.00,31646,28.24,13.50,2.85
16-June-2010,772.00,778.90,767.25,771.90,773.408568425190794027,117011,3607,90497310.00,28370,24.25,11.65,-0.10
15-June-2010,777.70,777.70,761.35,765.50,767.685924005526482841,187461,4991,143911171.00,54074,28.85,16.35,-12.20
14-June-2010,762.00,787.00,758.00,780.50,771.781042195623261999,248130,6888,191502030.00,117569,47.38,29.00,18.50
11-June-2010,760.50,763.30,751.30,758.90,757.578134972979873196,94004,3226,71215375.00,30381,32.32,12.00,-1.60
10-June-2010,735.00,752.90,733.00,750.50,741.646470208483651691,105332,3916,78119106.00,22180,21.06,19.90,15.50
9-June-2010,752.50,757.00,732.90,735.15,751.037877559099493884,363751,3725,273190779.00,270117,74.26,24.10,-17.35
8-June-2010,752.95,761.40,746.60,749.85,752.355578073730939972,124344,3409,93550902.00,47219,37.97,14.80,-3.10
7-June-2010,745.00,757.15,735.35,752.95,751.455057978749211586,103055,2781,77441201.00,49687,48.21,21.80,7.95
4-June-2010,766.00,769.30,755.00,765.25,762.575107810253953042,108524,2900,82757701.00,40655,37.46,14.30,-0.75
3-June-2010,760.00,767.95,758.20,762.70,763.794519074715003617,102282,3594,78122431.00,27532,26.92,9.75,2.70
2-June-2010,740.00,757.05,735.00,753.95,747.767068197972391605,106924,3476,79954246.00,33505,31.34,22.05,13.95
1-June-2010,742.00,751.60,735.00,738.80,744.172275905140259875,115286,3703,85792645.00,26287,22.80,16.60,-3.20
31-May-2010,750.00,752.00,736.70,742.00,743.235490126153434672,89732,3317,66692007.00,24809,27.65,15.30,-8.00
28-May-2010,748.00,751.00,737.00,749.50,745.189782978696874668,160399,5436,119527696.00,36580,22.81,14.00,1.50
27-May-2010,736.90,745.00,725.05,741.00,738.806988490063601751,181756,5952,134282603.00,43489,23.93,19.95,4.10
26-May-2010,708.00,741.70,704.05,736.20,726.642662821932150734,233046,6885,169341166.00,59088,25.35,37.65,28.20
25-May-2010,710.00,715.00,692.00,698.75,705.177661299107400311,156061,5576,110050731.00,49926,31.99,23.00,-11.25
24-May-2010,726.10,729.30,713.00,717.90,720.030609483687145502,188471,4659,135704889.00,74366,39.46,16.30,-8.20
21-May-2010,715.00,726.00,705.00,719.20,717.468959046512358280,254728,5249,182759433.00,158095,62.06,21.00,4.20
20-May-2010,720.00,733.00,718.05,730.10,726.973966209977290309,200355,5085,145652869.00,92445,46.14,14.95,10.10
19-May-2010,728.00,733.50,716.00,721.15,723.186240189545387235,337650,7179,244183834.00,156465,46.34,17.50,-6.85
18-May-2010,741.00,742.50,727.00,737.85,737.348282124898878543,252172,5691,185938591.00,94486,37.47,15.50,-3.15
17-May-2010,759.45,760.00,735.00,744.85,742.235496102458949698,245796,6338,182438516.00,120762,49.13,25.00,-14.60
14-May-2010,766.00,777.00,757.00,763.75,769.936910489710365853,167936,4789,129300125.00,63024,37.53,20.00,-2.25
13-May-2010,764.90,771.50,761.15,765.75,767.359680517217854931,95279,3064,73113263.00,30913,32.44,10.35,0.85
12-May-2010,757.00,767.90,752.10,758.40,759.944407168218289580,143076,4003,108729806.00,24267,16.96,15.80,1.40
11-May-2010,769.00,771.10,753.05,755.20,757.861004381237177926,230072,3258,174362597.00,164737,71.60,18.05,-13.80
10-May-2010,747.00,773.00,746.00,769.70,759.999035295919148610,130610,4274,99263474.00,39269,30.07,27.00,22.70
7-May-2010,758.90,763.00,735.55,742.15,749.255799268994604483,247057,6464,185108890.00,96506,39.06,27.45,-16.75
6-May-2010,764.50,770.60,760.00,766.75,765.096867267047989939,197208,3901,150883223.00,48591,24.64,10.60,2.25
5-May-2010,761.00,767.90,748.00,765.90,757.435318752908329455,335244,7647,253925646.00,176596,52.68,19.90,4.90
4-May-2010,762.10,772.90,757.00,761.00,768.335961916810961782,373078,4114,286649244.00,284197,76.18,15.90,-1.10
3-May-2010,756.00,771.50,754.10,767.00,764.374864741630994752,146941,4917,112318007.00,30205,20.56,17.40,11.00
30-April-2010,765.00,773.00,763.10,766.00,768.862701252236135957,187824,5388,144410868.00,71759,38.21,9.90,1.00
29-April-2010,774.00,774.40,756.00,759.70,762.104677779767512476,256874,8467,195764877.00,81693,31.80,18.40,-14.30
28-April-2010,780.00,783.65,768.60,771.20,776.099325449927629243,146468,4899,113673716.00,57092,38.98,15.05,-8.80
27-April-2010,786.00,789.90,781.55,786.40,786.223223388959086750,114755,3541,90223046.00,34706,30.24,8.35,0.40
26-April-2010,783.00,790.90,780.50,784.20,786.072013618989496675,155665,4954,122363900.00,37464,24.07,10.40,1.20
23-April-2010,730.00,792.00,730.00,779.80,783.424111998946718369,319003,6875,249914642.00,133365,41.81,62.00,49.80
22-April-2010,788.50,793.40,781.25,785.30,788.550326233117707890,322009,8285,253920302.00,70142,21.78,12.15,-3.20
21-April-2010,786.00,798.70,781.10,785.90,787.701134299661561858,507626,14377,399857576.00,121144,23.86,17.60,-0.10
20-April-2010,822.10,831.95,786.00,789.60,804.772764311533690904,940046,21477,756523418.00,312795,33.27,45.95,-32.50
19-April-2010,809.90,825.00,802.00,811.85,813.916875122933274711,432145,10768,351730108.00,95657,22.14,23.00,1.95
16-April-2010,820.00,828.00,812.25,814.95,817.257810993033468955,222923,4212,182185563.00,90912,40.78,15.75,-5.05
15-April-2010,825.10,834.90,818.00,820.65,827.096443929870989083,241840,6662,200025004.00,53884,22.28,16.90,-4.45
13-April-2010,794.00,823.50,789.00,819.95,814.196767304281146305,928513,13475,755992283.00,436586,47.02,34.50,25.95
12-April-2010,793.25,799.50,790.60,797.60,795.665238235006359456,153315,3701,121987416.00,36331,23.70,8.90,4.35
9-April-2010,800.00,808.70,789.25,792.55,799.472729960320209901,216483,5095,173072255.00,56271,25.99,19.45,-7.45
8-April-2010,780.00,807.80,780.00,798.65,802.544596059691598013,289622,5647,232434571.00,96372,33.28,27.80,18.65
7-April-2010,794.80,801.45,780.00,798.55,792.557801318506678000,216457,6104,171554684.00,58320,26.94,21.45,3.75
6-April-2010,804.80,805.00,791.35,794.75,797.592543965309563960,249060,4720,198648399.00,114618,46.02,13.65,-10.05
5-April-2010,814.00,814.00,799.35,802.60,803.657292263729326056,240762,5194,193490137.00,104202,43.28,14.65,-11.40
1-April-2010,786.90,810.00,784.20,807.75,800.915037243264968448,340867,6969,273005506.00,142436,41.79,25.80,20.85
31-March-2010,801.00,807.70,778.25,780.80,791.163537380593939670,482911,6902,382061575.00,254560,52.71,29.45,-20.20
30-March-2010,813.00,815.00,797.35,800.70,801.437352621509791334,157333,4729,126092543.00,54433,34.60,17.65,-12.30
29-March-2010,829.00,829.90,808.30,811.45,815.311857622232525259,217843,4278,177609981.00,121086,55.58,21.60,-17.55
26-March-2010,830.00,835.90,823.00,825.50,827.430902315947650039,98491,3286,81494497.00,21120,21.44,12.90,-4.50
25-March-2010,830.90,836.80,817.55,829.30,826.727107617984518820,218588,5183,180712625.00,84023,38.44,19.25,-1.60
23-March-2010,829.90,833.90,822.25,828.35,827.783310266733769501,95376,2754,78950661.00,32926,34.52,11.65,-1.55
22-March-2010,811.00,832.80,811.00,825.15,826.496421205126945931,162904,4705,134639573.00,37500,23.02,21.80,14.15
19-March-2010,830.00,834.20,816.00,820.20,823.971705576669510587,193395,4647,159352008.00,67065,34.68,18.20,-9.80
18-March-2010,842.00,843.00,822.10,826.95,829.417562343959359546,207478,5730,172085897.00,40788,19.66,20.90,-15.05
17-March-2010,830.90,844.00,830.00,840.70,839.238002555352899258,318547,7852,267336748.00,120458,37.81,14.00,9.80
16-March-2010,818.00,829.00,815.00,826.20,822.008236064389406904,221465,7184,182046054.00,51039,23.05,14.00,8.20
15-March-2010,797.20,817.20,791.30,814.80,809.493392260196913337,371534,10928,300754318.00,94356,25.40,25.90,17.60
12-March-2010,795.00,798.35,792.10,796.75,795.537611423673088504,184319,5360,146632697.00,80028,43.42,6.25,1.75
11-March-2010,783.30,794.90,781.00,791.60,789.111872292715212162,202463,5641,159765957.00,76192,37.63,13.90,8.30
10-March-2010,765.00,784.65,763.35,781.40,772.797522182880101049,1086198,7814,839411123.00,877032,80.74,21.30,16.40
9-March-2010,762.60,778.00,762.60,769.95,770.816729657959425313,932404,6061,718712602.00,760622,81.58,15.40,7.35
8-March-2010,768.00,778.00,760.00,761.45,764.030737852429514097,166700,3403,127363924.00,88039,52.81,18.00,-6.55
5-March-2010,765.00,766.70,760.00,762.15,763.332388258839226150,83944,2666,64077174.00,23499,27.99,6.70,-2.85
4-March-2010,770.00,772.00,757.20,761.55,760.952017730700592942,104226,3451,79310985.00,34684,33.28,14.80,-8.45
3-March-2010,769.00,774.40,764.00,766.90,768.332975248177427939,204793,4295,157349215.00,80812,39.46,10.40,-2.10
2-March-2010,763.10,766.00,755.85,763.15,760.635877340601463648,206197,4638,156840836.00,68064,33.01,10.15,0.05
26-February-2010,765.00,777.00,755.05,761.00,763.790348080488688828,190387,4454,145415753.00,53976,28.35,21.95,-4.00
25-February-2010,770.00,773.00,761.10,766.75,765.062050106909506001,117389,2997,89809869.00,43916,37.41,11.90,-3.25
24-February-2010,758.00,771.00,753.40,766.10,766.706011730205278592,200508,4994,153730689.00,55136,27.50,17.60,8.10
23-February-2010,721.35,764.20,721.35,762.05,761.226049523987451639,128463,3572,97789382.00,37992,29.57,42.85,40.70
22-February-2010,760.00,763.20,753.20,756.30,759.060876259525619287,102618,2920,77893309.00,35177,34.28,10.00,-3.70
19-February-2010,750.30,759.80,746.20,750.80,753.456679024924865785,116791,3445,87996959.00,20291,17.37,13.60,0.50
18-February-2010,762.00,766.80,755.10,757.90,760.985125807951027424,114023,3727,86769807.00,24644,21.61,11.70,-4.10
17-February-2010,750.00,767.90,750.00,759.60,759.103248545121717985,146404,4063,111135752.00,48493,33.12,17.90,9.60
16-February-2010,747.00,762.00,742.05,756.30,751.268342141389489551,111451,3770,83729608.00,32004,28.72,19.95,9.30
15-February-2010,746.50,747.70,739.00,745.85,744.578022419722209816,89564,2961,66687386.00,22598,25.23,8.70,-0.65
11-February-2010,734.10,747.80,734.00,742.50,742.999444232404598809,149343,4943,110961766.00,38288,25.64,13.80,8.40
10-February-2010,735.00,743.95,728.00,731.95,735.378547959877838729,138178,4006,101613137.00,27633,20.00,15.95,-3.05
9-February-2010,725.00,740.90,721.00,734.20,734.783649801865480152,189013,5255,138883662.00,25857,13.68,19.90,9.20
8-February-2010,735.00,735.00,709.60,723.80,722.023256035396657123,315058,6813,227479203.00,81019,25.72,25.40,-11.20
6-February-2010,729.80,734.00,726.10,729.50,729.194517705045613731,23129,847,16865540.00,7142,30.88,7.90,-0.30
5-February-2010,719.25,742.75,718.00,726.05,729.740927086323337467,369286,6145,269483108.00,187345,50.73,24.75,6.80
4-February-2010,759.80,759.80,734.95,742.15,743.102992997011463490,313866,4911,233234764.00,158192,50.40,24.85,-17.65
3-February-2010,743.00,755.50,735.70,753.55,749.745690555122701417,196371,5664,147228311.00,46831,23.85,19.80,10.55
2-February-2010,759.00,763.80,735.00,738.10,750.021968020387242644,208758,5712,156573086.00,48666,23.31,28.80,-20.90
1-February-2010,735.45,761.00,722.00,745.75,735.940318898801238591,233491,6604,171835441.00,44234,18.94,39.00,10.30
29-January-2010,732.00,740.00,712.10,735.45,723.390751039631244050,299385,8397,216572340.00,71478,23.87,27.90,3.45
28-January-2010,748.10,758.45,728.25,740.40,743.754920382867981121,226710,7042,168616678.00,43558,19.21,30.20,-7.70
27-January-2010,750.00,759.65,740.60,743.50,748.150736765131969260,289916,6326,216900869.00,80327,27.71,19.05,-6.50
25-January-2010,740.50,765.35,740.50,755.75,753.802333476519738938,216501,5533,163198959.00,51807,23.93,24.85,15.25
22-January-2010,761.00,764.90,745.00,755.10,755.360939165368533245,390304,8841,294820396.00,143155,36.68,19.90,-5.90
21-January-2010,778.65,790.90,768.00,770.40,781.147157432893892671,289914,7186,226465497.00,45414,15.66,22.90,-8.25
20-January-2010,785.00,788.50,771.00,778.65,776.670596686637685237,405087,6603,314619162.00,169653,41.88,17.50,-6.35
19-January-2010,801.00,802.00,778.15,780.60,786.781713637793965053,384527,7892,302538812.00,164525,42.79,23.85,-20.40
18-January-2010,801.00,816.40,793.00,799.60,801.459704355248262827,606877,12683,486387461.00,112831,18.59,23.40,-1.40
15-January-2010,790.00,799.20,772.80,791.80,791.200356898460579827,718972,15464,568850903.00,116715,16.23,26.40,1.80
14-January-2010,790.00,795.00,770.70,782.20,781.987394231265990255,890386,15129,696270628.00,350189,39.33,24.30,-7.80
13-January-2010,750.00,796.00,744.90,788.25,771.850681215761801647,1261201,24671,973458851.00,516304,40.94,51.10,38.25
12-January-2010,725.90,752.95,725.90,749.10,743.690881140792787086,713609,15778,530704506.00,190223,26.66,27.05,23.20
11-January-2010,702.00,719.85,700.00,714.25,710.014515294574144732,309260,7329,219579089.00,103941,33.61,19.85,12.25
8-January-2010,700.00,716.00,696.60,700.50,705.346647877681931234,449909,9980,317341805.00,207027,46.02,19.40,0.50
7-January-2010,733.00,735.80,711.00,714.65,717.638278994403600295,421521,8413,302499605.00,243112,57.67,24.80,-18.35
6-January-2010,752.90,753.00,730.00,733.80,737.462794848057109265,284087,5872,209503593.00,162630,57.25,23.00,-19.10
5-January-2010,756.25,759.80,746.10,750.90,751.280708058533133579,180889,3301,135898416.00,87941,48.62,13.70,-5.35
4-January-2010,750.70,757.90,748.00,751.70,753.441089787859039578,102809,3042,77460525.00,31380,30.52,9.90,1.00
31-December-2009,746.90,754.00,746.00,749.75,749.806209944362279033,113592,3078,85171987.00,43410,38.22,8.00,2.85
30-December-2009,746.00,749.00,740.40,743.00,745.124367486872369049,115215,2618,85849504.00,35088,30.45,8.60,-3.00
29-December-2009,750.00,752.80,738.00,742.10,742.710040753689910023,138147,3624,102603164.00,40868,29.58,14.80,-7.90
24-December-2009,744.00,755.95,741.00,748.70,748.828363683438336066,417132,6818,312360273.00,204874,49.11,14.95,4.70
23-December-2009,726.90,747.00,725.50,744.35,739.380252880961517038,323156,6886,238935165.00,132880,41.12,21.50,17.45
22-December-2009,736.50,742.00,719.50,724.10,726.757800487047623251,271842,6000,197563294.00,85860,31.58,22.50,-12.40
21-December-2009,730.00,745.50,727.00,732.85,737.484948486799742433,447264,8940,329850468.00,122619,27.42,18.50,2.85
18-December-2009,724.50,730.90,722.00,727.50,727.195312034966283726,235198,5207,171034883.00,82647,35.14,8.90,3.00
17-December-2009,713.00,727.85,713.00,722.65,723.643042943111461107,322543,7173,233405998.00,116482,36.11,14.85,9.65
16-December-2009,700.00,717.50,695.30,713.45,708.403564549068114905,310446,6652,219921053.00,98384,31.69,22.20,13.45
15-December-2009,706.50,711.70,698.00,700.55,706.250312125606910902,158590,4004,112004237.00,31167,19.65,13.70,-5.95
14-December-2009,703.00,711.85,700.00,705.45,707.308065925579693945,147621,3855,104413524.00,40968,27.75,11.85,2.45
11-December-2009,710.00,714.00,700.05,704.15,706.961591356060286034,213051,5405,150618874.00,55775,26.18,13.95,-5.85
10-December-2009,706.00,710.75,702.20,705.35,705.436739512806303158,124509,3317,87833223.00,35862,28.80,8.55,-0.65
9-December-2009,692.25,711.00,692.25,706.75,706.590352406988436400,254592,7160,179892251.00,62356,24.49,18.75,14.50
8-December-2009,705.00,705.00,690.05,698.40,693.895225368607549322,666020,3372,462148098.00,553366,83.09,14.95,-6.60
7-December-2009,698.95,705.80,695.00,697.85,699.955208488438142823,181329,4938,126922178.00,48147,26.55,10.80,-1.10
4-December-2009,681.10,700.00,680.10,695.50,695.044592012045634422,414424,4861,288043160.00,253286,61.12,19.90,14.40
3-December-2009,683.95,696.00,680.05,690.20,689.856040122345200531,186031,5078,128334609.00,30940,16.63,15.95,6.25
2-December-2009,693.00,695.90,677.35,683.95,682.516846141295480502,171612,4767,117128081.00,45722,26.64,18.55,-9.05
1-December-2009,696.00,696.00,682.00,687.80,688.047969812553218789,171462,4418,117974081.00,39982,23.32,14.00,-8.20
30-November-2009,680.00,692.50,675.00,687.20,683.700891182976930369,237325,6474,162259314.00,84370,35.55,17.50,7.20
27-November-2009,681.00,685.00,654.10,671.60,667.071787347398111084,350995,7619,234138862.00,141384,40.28,30.90,-9.40
26-November-2009,701.00,710.00,685.10,688.10,699.342263412548279596,215153,5619,150465586.00,49234,22.88,24.90,-12.90
25-November-2009,698.00,711.40,691.35,703.60,704.401003202905055285,392144,9061,276226627.00,132513,33.79,20.05,5.60
24-November-2009,694.10,703.00,682.65,698.40,694.660848069782638428,197413,5070,137135082.00,41378,20.96,20.35,4.30
23-November-2009,693.30,699.95,686.00,694.10,693.192341997343597002,206294,5187,143001421.00,63573,30.82,13.95,0.80
20-November-2009,677.00,696.00,670.20,693.30,682.957481741493517522,264945,5931,180946170.00,65352,24.67,25.80,16.30
19-November-2009,687.00,695.05,670.00,679.60,681.485214145099089676,235191,5639,160279189.00,56166,23.88,25.05,-7.40
18-November-2009,690.25,705.50,684.00,686.70,697.196247526318929139,385559,9410,268810288.00,92987,24.12,21.50,-3.55
17-November-2009,660.00,693.00,660.00,690.45,683.210254220106952582,601762,11922,411129969.00,261657,43.48,33.00,30.45
16-November-2009,664.90,674.70,640.00,666.00,665.036517371334009689,342029,6477,227461775.00,111290,32.54,34.70,1.10
13-November-2009,655.00,674.80,648.10,670.20,667.213731380767467213,525599,10395,350686870.00,205670,39.13,26.70,15.20
12-November-2009,648.80,661.00,645.00,654.20,654.436146933752784903,403066,8918,263780960.00,127029,31.52,16.00,5.40
11-November-2009,626.00,646.90,624.10,645.05,639.024032052648010585,403586,9329,257901153.00,164679,40.80,22.80,19.05
10-November-2009,627.00,628.00,620.00,624.55,624.416322467938734883,147686,3258,92217549.00,42770,28.96,8.00,-2.45
9-November-2009,625.80,627.20,615.50,622.80,622.058240407221275586,463630,4206,288404862.00,328702,70.90,11.70,-3.00
6-November-2009,630.00,635.00,614.00,620.65,624.047954416046456219,247631,5535,154533619.00,67285,27.17,21.00,-9.35
5-November-2009,627.80,635.00,605.15,623.90,616.143663603570394165,189895,5479,117002601.00,33024,17.39,29.85,-3.90
4-November-2009,615.00,627.85,613.90,625.85,624.687701043402899520,1112322,6268,694853873.00,832556,74.85,13.95,10.85
3-November-2009,625.00,634.00,602.25,607.50,618.076323666475480355,223168,6006,137934857.00,42758,19.16,31.75,-17.50
30-October-2009,638.00,649.00,620.00,626.20,638.486710475953488327,1052897,5687,672260742.00,870281,82.66,29.00,-11.80
29-October-2009,640.00,644.00,630.10,632.70,636.534506543204044030,211670,5551,134735259.00,47572,22.47,13.90,-7.30
28-October-2009,645.50,650.00,634.10,642.40,642.070408546901434927,319180,6430,204936033.00,86781,27.19,15.90,-3.10
27-October-2009,644.00,653.15,635.00,641.40,645.172720151879240072,376615,8329,242981724.00,95896,25.46,18.15,-2.60
26-October-2009,641.00,656.85,637.90,644.55,648.711338625399558863,423905,9274,274991980.00,116254,27.42,18.95,3.55
23-October-2009,627.50,645.90,627.50,641.15,638.538801326678215352,398891,9612,254707381.00,154943,38.84,18.40,13.65
22-October-2009,625.10,644.80,616.65,627.50,631.625326829821626066,352630,6657,222730039.00,121012,34.32,28.15,2.40
21-October-2009,621.40,639.70,621.00,633.45,633.837379987557378978,594730,10868,376962105.00,227685,38.28,18.70,12.05
20-October-2009,615.00,625.95,612.50,621.40,620.033946458584565846,636031,11649,394360811.00,296671,46.64,13.45,6.40
17-October-2009,610.20,618.00,604.40,608.65,609.423749391353373824,312168,8291,190242593.00,123706,39.63,13.60,-1.55
16-October-2009,585.00,602.45,582.00,599.00,594.384701304447160279,551498,11221,327801974.00,132284,23.99,20.45,14.00
15-October-2009,595.00,600.00,576.00,582.45,581.522656210950733362,360122,6996,209419102.00,111143,30.86,24.00,-12.55
14-October-2009,588.00,598.00,580.00,592.65,591.298877276696784798,350398,7512,207189944.00,117437,33.52,18.00,4.65
12-October-2009,573.00,584.00,565.00,580.60,576.726167622371810853,481320,9224,277589839.00,116968,24.30,19.00,7.60
9-October-2009,587.00,591.00,556.60,561.70,570.080886911798297461,949993,14134,541572852.00,466820,49.14,34.40,-25.30
8-October-2009,597.00,597.00,570.00,573.05,577.054810556149825130,693662,15082,400280994.00,256130,36.92,27.00,-23.95
7-October-2009,614.00,629.00,590.10,592.95,595.354758999104000138,1387277,17745,825921964.00,687989,49.59,38.90,-21.05
6-October-2009,620.00,628.80,605.50,613.25,616.528011669433127106,795240,10226,490287736.00,373891,47.02,23.30,-6.75
5-October-2009,629.00,638.80,603.00,615.45,622.463830388381398642,545057,9013,339278268.00,230782,42.34,35.80,-13.55
